Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
5/25/22,66898,134542,104027,34218,39463,131876,1405477,145605,54924,68215,282319,98208,93805,246414,573341,94237,70603,58464,320014,120388,169894,142402,92188,187137,122552,165220,189228,146784,43880,179697,110072,67681,5759773
5/26/22,133796,269084,208054,68436,78926,263752,2810954,291210,109848,136430,564638,196416,187610,492828,1146682,188474,141206,116928,640028,240776,339788,284804,184376,374274,245104,330440,378456,293568,87760,359394,220144,135362,11519546
5/27/22,66898,134542,104027,34218,39463,131876,1405477,145605,54924,68215,282319,98208,93805,246414,573341,94237,70603,58464,320014,120388,169894,142402,92188,187137,122552,165220,189228,146784,43880,179697,110072,67681,5759773
5/28/22,66898,134542,104027,34218,39463,131876,1405477,145605,54924,68215,282319,98208,93805,246414,573341,94237,70603,58464,320014,120388,169894,142402,92188,187137,122552,165220,189228,146784,43880,179697,110072,67681,5759773
5/29/22,66898,134542,104027,34218,39463,131876,1405477,145605,54924,68215,282319,98208,93805,246414,573341,94237,70603,58464,320014,120388,169894,142402,92188,187137,122552,165220,189228,146784,43880,179697,110072,67681,5759773
5/30/22,66898,134542,104027,34218,39463,131876,1405477,145605,54924,68215,282319,98208,93805,246414,573341,94237,70603,58464,320014,120388,169894,142402,92188,187137,122552,165220,189228,146784,43880,179697,110072,67681,5759773
5/31/22,67418,134858,104465,34278,39495,132089,1410504,145688,55086,68251,282641,98388,93994,246918,574453,94299,70817,58667,320650,120683,170079,142644,92493,187414,123298,165112,188956,147023,43914,180118,110568,67735,5772996
6/1/22,67535,134957,104484,34297,39499,132150,1411601,145708,55126,68261,282715,98395,94025,247001,574679,94308,70842,58693,320766,120750,170131,142675,92577,187522,123533,165112,188962,147099,43923,180199,110706,67746,5775977
6/2/22,67633,135030,104632,34321,39501,132194,1412648,145745,55164,68281,282792,98409,94077,247121,574910,94328,70891,58736,321031,120780,170175,142725,92628,187570,123813,164855,188979,147211,43934,180302,110846,67765,5779027
6/3/22,67697,135087,104786,34333,39514,132251,1413767,145774,55217,68296,282884,98416,94114,247249,575163,94349,70939,58776,321108,120828,170210,142794,92709,187641,124157,164975,188997,147259,43943,180405,110983,67784,5782405
6/4/22,67697,135087,104786,34333,39514,132251,1413767,145774,55217,68296,282884,98416,94114,247249,575163,94349,70939,58776,321108,120828,170210,142794,92709,187641,124157,164975,188997,147259,43943,180405,110983,67784,5782405
6/5/22,67779,135289,105114,34381,39529,132308,1415957,145841,55281,68341,283074,98440,94202,247503,575724,94369,71012,58861,321447,120903,170286,142912,92840,187765,124967,165248,189018,147383,43956,180608,111239,67824,5789401
6/6/22,67779,135291,105202,34392,39531,132325,1416521,145849,55295,68346,283133,98518,94221,247572,575904,94372,71015,58869,321479,120921,170303,143031,92897,187802,125190,165390,189029,147409,43957,180645,111264,67830,5791282
6/7/22,67779,135294,105227,34397,39533,132341,1416740,145857,55312,68349,283172,98563,94238,247613,576060,94373,71017,58879,321526,120943,170318,143103,92943,187805,125247,165491,189031,147420,43958,180668,111290,67830,5792317
6/8/22,67897,135427,105470,34434,39539,132384,1418321,145897,55363,68379,283281,98625,94282,247803,576441,94397,71054,58980,321753,121065,170381,143175,93083,187885,125779,165586,189074,147511,43973,180782,111542,67864,5797427
6/9/22,67986,135582,105665,34466,39548,132429,1419964,145949,55409,68420,283417,98661,94367,247999,576830,94429,71120,59027,321954,121203,170451,143276,93257,188005,126334,165685,189105,147570,43982,180900,111795,67887,5802672
6/10/22,67986,135582,105665,34466,39548,132429,1419964,145949,55409,68420,283417,98661,94367,247999,576830,94429,71120,59027,321954,121203,170451,143276,93257,188005,126334,165685,189105,147570,43982,180900,111795,67887,5802672
6/11/22,68146,135905,106104,34573,39552,132567,1424043,146071,55528,68480,283745,98689,94550,248378,577895,94496,71245,59201,322262,121571,170617,143438,93643,188309,127427,165873,189195,147857,44010,181235,112320,67941,5814866
6/12/22,68237,136044,106339,34601,39558,132645,1426108,146137,55596,68513,283885,98709,94654,248604,578470,94527,71283,59252,322684,121709,170706,143544,93826,188438,128056,166014,189231,147949,44025,181395,112555,67968,5821262
6/13/22,68237,136054,106447,34616,39562,132675,1427083,146151,55609,68524,283935,98734,94681,248652,578616,94535,71286,59293,322743,121761,170745,143610,94005,188484,128339,166199,189239,147995,44027,181447,112590,67970,5823844
6/14/22,68237,136054,106447,34616,39562,132675,1427083,146151,55609,68524,283935,98734,94681,248652,578616,94535,71286,59293,322743,121761,170745,143610,94005,188484,128339,166199,189239,147995,44027,181447,112590,67970,5823844
6/15/22,68338,136259,106770,34679,39569,132756,1430106,146263,55713,68599,284196,98867,94789,248922,579428,94579,71372,59445,323381,122036,170915,143822,94372,188668,129094,166551,189313,148115,44051,181702,113052,68016,5833738
6/16/22,68460,136439,107079,34759,39578,132873,1433026,146379,55784,68676,284446,98922,94918,249213,580256,94610,71444,59563,323991,122309,171060,143978,94801,188804,129837,166754,189399,148254,44092,181956,113494,68036,5843190
6/17/22,68571,136606,107376,34830,39586,132976,1436008,146516,55877,68778,284674,98985,95060,249430,581086,94647,71513,59700,324578,122493,171215,144152,95177,189007,130485,166972,189462,148472,44119,182255,113907,68083,5852596
6/18/22,68571,136606,107376,34830,39586,132976,1436008,146516,55877,68778,284674,98985,95060,249430,581086,94647,71513,59700,324578,122493,171215,144152,95177,189007,130485,166972,189462,148472,44119,182255,113907,68083,5852596
6/19/22,68571,136606,107376,34830,39586,132976,1436008,146516,55877,68778,284674,98985,95060,249430,581086,94647,71513,59700,324578,122493,171215,144152,95177,189007,130485,166972,189462,148472,44119,182255,113907,68083,5852596
6/20/22,68780,137019,108227,35037,39637,133313,1443844,146849,56024,68988,285260,99310,95386,249896,583241,94744,71600,59922,325833,122982,171521,144502,96077,189607,132089,167491,189706,148912,44159,182906,114690,68153,5875705
6/21/22,68783,137021,108250,35060,39642,133363,1444474,146906,56053,68993,285329,99449,95427,249964,583421,94750,71604,59963,325908,123041,171561,144538,96250,189627,132174,167538,189752,148956,44159,183031,114694,68156,5877837
6/22/22,68954,137318,108612,35164,39650,133628,1448900,147170,56175,69155,285592,99620,95653,250280,584704,94849,71675,60137,326923,123316,171826,144724,96686,189904,133021,167792,189862,149186,44192,183432,115249,68240,5891589
6/23/22,68954,137318,108612,35164,39650,133628,1448900,147170,56175,69155,285592,99620,95653,250280,584704,94849,71675,60137,326923,123316,171826,144724,96686,189904,133021,167792,189862,149186,44192,183432,115249,68240,5891589
6/24/22,69098,137673,108985,35264,39663,133892,1453500,147520,56314,69311,285957,99829,95864,250610,586223,94927,71748,60297,328017,123663,172101,144984,97326,190247,133911,168077,190085,149555,44242,183820,115886,68364,5906953
6/25/22,69245,137996,109372,35353,39674,134134,1458546,147879,56470,69511,286315,100059,96153,251023,587905,94990,71815,60446,329137,123910,172403,145272,97927,190652,134684,168434,190335,149898,44297,184314,116473,68464,5923086
6/26/22,69553,138639,110127,35571,39736,134695,1469351,148549,56744,69888,287146,100243,96715,251786,591623,95174,71982,60696,331090,124403,173136,145948,99351,191488,136207,169310,190907,150756,44400,185463,117530,68525,5956732
6/27/22,69561,138678,110247,35639,39737,134717,1472239,148599,56766,69927,287239,100271,96769,251897,591984,95190,72001,60715,331203,124489,173278,146009,99672,191641,136526,169383,191102,150949,44402,185608,117630,68547,5962615
6/28/22,69562,138706,110300,35659,39759,134760,1473159,148677,56809,69953,287305,100284,96852,251936,592193,95198,72036,60728,331344,124572,173373,146085,100042,191693,136696,169479,191242,151072,44415,185849,117667,68553,5965958
6/29/22,69745,139141,110738,35798,39789,135094,1479024,149219,57082,70157,287855,100459,97169,252446,594639,95368,72191,60987,332528,124918,173892,146492,100806,192239,137743,169942,191533,151599,44523,186674,118428,68699,5986917
6/30/22,69745,139141,110738,35798,39789,135094,1479024,149219,57082,70157,287855,100459,97169,252446,594639,95368,72191,60987,332528,124918,173892,146492,100806,192239,137743,169942,191533,151599,44523,186674,118428,68699,5986917
7/1/22,70176,140061,111479,36133,39886,135868,1493362,150440,57535,70640,289279,100900,97843,253637,599758,95739,72473,61480,335600,125805,174853,147484,102327,193532,139801,170931,192511,153017,44760,188431,119914,68947,6034602
7/2/22,70378,140466,111896,36290,39945,136301,1500619,150965,57758,70905,290021,101056,98246,254250,602640,95921,72596,61693,337245,126237,175348,147966,102853,194176,140775,171405,193048,153594,44911,189410,120699,69076,6058689
7/3/22,70378,140466,111896,36290,39945,136301,1500619,150965,57758,70905,290021,101056,98246,254250,602640,95921,72596,61693,337245,126237,175348,147966,102853,194176,140775,171405,193048,153594,44911,189410,120699,69076,6058689
7/4/22,70674,140875,112411,36519,40032,136786,1510281,151674,58034,71161,290938,101327,98788,255051,605628,96179,72810,62060,339069,126675,176122,148631,103835,195009,142205,172001,193932,154363,45080,190685,121510,69255,6089600
7/5/22,70678,140899,112557,36603,40037,136894,1511186,151774,58114,71185,291027,101363,98876,255118,605998,96238,72842,62096,339228,126789,176310,148824,104135,195141,142355,172098,194113,154530,45118,190907,121543,69259,6093835
7/6/22,70943,141464,112982,36819,40125,137411,1518888,152541,58403,71417,292189,101720,99372,255947,609118,96521,73060,62519,341194,127286,176891,149512,104727,195829,143464,172775,194588,155220,45318,191782,122344,69439,6121808
7/7/22,71229,142130,113384,37007,40234,137980,1527056,153435,58846,71701,293473,102087,99811,256616,612801,96811,73260,63006,343227,127734,177701,150397,105410,196591,144715,173457,195272,156105,45529,192993,123290,69636,6152924
7/8/22,71479,142660,113811,37205,40326,138600,1536161,154391,59327,71984,295090,102482,100415,257332,616079,97190,73489,63425,345071,128202,178510,151297,106020,197487,145915,174050,196231,156833,45796,194278,124225,69858,6185219
7/9/22,71479,142660,113811,37205,40326,138600,1536161,154391,59327,71984,295090,102482,100415,257332,616079,97190,73489,63425,345071,128202,178510,151297,106020,197487,145915,174050,196231,156833,45796,194278,124225,69858,6185219
7/10/22,72104,143804,114487,37856,40540,139865,1553808,156088,60137,72571,298207,103239,101590,259051,623552,97754,74025,64045,348962,129281,180322,153149,106825,199485,148222,175447,198066,158329,46362,196751,125770,70289,6249983
7/11/22,72179,143892,114717,37955,40580,139983,1556871,156225,60211,72628,298522,103360,101759,259394,624043,97808,74104,64103,349167,129460,180641,153443,106932,200240,148644,175596,198542,158592,46408,197134,125865,70327,6259325
7/12/22,72248,143946,114803,38097,40599,140122,1558037,156358,60259,72664,298755,103482,101873,259684,624379,97886,74203,64155,349383,129677,180941,153730,107116,200357,148952,175706,198883,158775,46487,197523,125898,70333,6265311
7/13/22,72644,144707,115232,38369,40778,140881,1567117,157484,60737,72952,300330,104034,102502,260746,628463,98319,74535,64623,351623,130419,182002,154769,107572,201563,150283,176647,199723,159658,46904,198698,126694,70637,6301645
7/14/22,73164,145380,115614,38729,40955,141644,1576766,158658,61195,73265,302167,104460,103110,261593,632092,98852,74927,65131,354190,130996,183087,155905,107963,202810,151662,177592,201001,160559,47200,200009,127393,70922,6338991
7/15/22,73672,146113,116020,38959,41066,142417,1585606,159697,61607,73530,304059,105028,103668,262407,635168,99409,75279,65451,356428,131664,184197,157140,108334,204186,152706,178322,202236,161387,47573,201245,128086,71216,6373876
7/16/22,74138,146828,116358,39262,41216,143175,1593976,160771,62066,73812,306080,105588,104203,263256,638952,99909,75670,65829,358599,132241,185224,158188,108607,205532,153918,179113,203337,162036,47974,202425,128622,71538,6408443
7/17/22,74672,147476,116718,39490,41359,143896,1601646,161627,62481,74045,307975,106166,104720,263995,641687,100376,76036,66165,360370,132756,186276,159329,108881,206666,154988,179730,204301,162810,48419,203539,129186,71835,6439616
7/18/22,74759,147606,116781,39600,41377,143957,1604233,161775,62533,74122,308299,106353,104855,264339,642222,100505,76120,66249,360651,132939,186704,159580,108975,207355,155330,179869,204785,163086,48544,203820,129277,71877,6448477
7/19/22,74759,147606,116781,39600,41377,143957,1604233,161775,62533,74122,308299,106353,104855,264339,642222,100505,76120,66249,360651,132939,186704,159580,108975,207355,155330,179869,204785,163086,48544,203820,129277,71877,6448477
7/20/22,75467,148496,117272,40004,41545,144916,1613457,163021,63046,74505,310782,107047,105630,265286,646215,101189,76629,66893,362891,133815,188010,160933,109222,208811,156580,180790,205701,163900,49131,205061,129875,72238,6488358
7/21/22,75943,149319,117574,40336,41715,145852,1621246,164096,63417,74801,312976,107644,106250,266121,649474,101645,77170,67294,364872,134350,189107,162112,109479,210249,157900,181563,206643,164658,49635,206362,130569,72647,6523019
7/22/22,76375,150094,118015,40577,41830,146759,1629046,165342,63703,75057,315081,108220,106978,266988,652613,102177,77797,67660,366910,134984,190238,163174,109734,211651,158854,182385,207324,165368,50085,207451,131228,72981,6556679
7/23/22,76739,150745,118414,40833,42010,147620,1636707,166487,64030,75314,317120,108802,107603,267801,655673,102641,78402,68011,368899,135527,191403,164118,109895,213114,159777,183404,207925,165969,50437,208385,131726,73323,6588854
7/24/22,77059,151232,118773,41027,42124,148376,1643080,167497,64330,75553,319028,109433,108112,268498,658286,103137,79041,68319,370646,136116,192420,165022,109998,214310,160661,184258,208478,166585,50858,209282,132215,73639,6617393
7/25/22,77067,151292,118872,41084,42129,148493,1645095,167713,64373,75597,319317,109605,108256,268622,658686,103221,79123,68394,370847,136342,192779,165278,110058,214833,160872,184284,208737,166889,50964,209504,132303,73681,6624310
7/26/22,77069,151330,118946,41170,42134,148620,1645908,167852,64439,75633,319633,109724,108343,268728,658936,103262,79192,68506,370987,136590,193160,165423,110093,214921,160979,184319,208839,166990,51083,209694,132316,73722,6628541
7/27/22,77069,151330,118946,41170,42134,148620,1645908,167852,64439,75633,319633,109724,108343,268728,658936,103262,79192,68506,370987,136590,193160,165423,110093,214921,160979,184319,208839,166990,51083,209694,132316,73722,6628541
7/28/22,77865,152720,119637,41484,42586,150450,1658602,169962,64992,76147,324257,110695,109388,269985,664610,104270,80211,69101,374803,137879,194889,167064,110308,217548,162796,185609,209759,168101,51864,211717,133131,74524,6686954
7/29/22,77865,152720,119637,41484,42586,150450,1658602,169962,64992,76147,324257,110695,109388,269985,664610,104270,80211,69101,374803,137879,194889,167064,110308,217548,162796,185609,209759,168101,51864,211717,133131,74524,6686954
7/30/22,78260,153285,119902,41619,42650,151320,1663786,170929,65273,76357,325933,111068,109941,270574,666695,104708,80639,69317,376651,138569,195917,167753,110407,218823,163500,186157,210145,168590,52274,212567,133397,74841,6711847
7/31/22,78260,153285,119902,41619,42650,151320,1663786,170929,65273,76357,325933,111068,109941,270574,666695,104708,80639,69317,376651,138569,195917,167753,110407,218823,163500,186157,210145,168590,52274,212567,133397,74841,6711847
8/1/22,78260,153285,119902,41619,42650,151320,1663786,170929,65273,76357,325933,111068,109941,270574,666695,104708,80639,69317,376651,138569,195917,167753,110407,218823,163500,186157,210145,168590,52274,212567,133397,74841,6711847
8/2/22,79052,154322,120469,41900,42832,153143,1674018,172461,65620,76357,330010,112009,110930,271756,670772,105547,81539,69701,379869,140033,198034,169095,110591,221449,165062,187217,210876,169785,53269,214211,133781,75439,6761149
8/3/22,79428,154759,120725,41998,42967,153846,1678531,173111,65802,77014,331952,112365,111404,272478,673226,105529,82096,69906,381271,140524,198706,169628,110650,222266,165703,187800,211043,170191,53499,214828,134020,75714,6782980
8/4/22,79786,155282,120983,42065,43047,154692,1682122,173775,65939,77186,334022,112640,111831,273209,675234,105894,82595,70050,382536,141003,199217,170243,110744,223196,166462,188274,211263,170545,53698,215519,134185,75953,6803190
8/5/22,80118,155697,121265,42115,43104,155503,1685617,174470,66044,77384,335869,113001,112246,273928,676549,106163,82944,70234,383735,141450,200026,170722,110793,224150,167007,188720,211437,170902,54004,216054,134343,76152,6821746
8/6/22,80118,155697,121265,42115,43104,155503,1685617,174470,66044,77384,335869,113001,112246,273928,676549,106163,82944,70234,383735,141450,200026,170722,110793,224150,167007,188720,211437,170902,54004,216054,134343,76152,6821746
8/7/22,80808,156322,121691,42265,43338,156902,1691844,175401,66241,77688,338793,113531,112884,275219,679451,106692,83609,70505,385641,142364,201269,171494,110873,225839,168150,189415,211816,171453,54404,217122,134601,76555,6854180
8/8/22,80813,156333,121732,42273,43418,156959,1692560,175496,66257,77723,339012,113593,112949,275295,679604,106749,83672,70512,385723,142573,201423,171599,110886,226152,168381,189445,211916,171515,54458,217236,134610,76603,6857470
8/9/22,80820,156387,121758,42283,43459,157002,1692926,175538,66264,77748,339129,113633,113052,275361,679777,106754,83737,70520,385809,142777,201668,171787,110912,226204,168497,189482,211943,171553,54535,217397,134615,76643,6859970
8/10/22,81152,156751,121955,42329,43505,157608,1696216,175988,66393,77896,340130,113872,113454,275926,681488,107014,84039,70712,386753,143168,202121,172210,110953,226971,169237,189823,212044,171752,54720,217805,134812,76911,6875708
8/11/22,81152,156751,121955,42329,43505,157608,1696216,175988,66393,77896,340130,113872,113454,275926,681488,107014,84039,70712,386753,143168,202121,172210,110953,226971,169237,189823,212044,171752,54720,217805,134812,76911,6875708
8/12/22,81152,156751,121955,42329,43505,157608,1696216,175988,66393,77896,340130,113872,113454,275926,681488,107014,84039,70712,386753,143168,202121,172210,110953,226971,169237,189823,212044,171752,54720,217805,134812,76911,6875708
8/13/22,81152,156751,121955,42329,43505,157608,1696216,175988,66393,77896,340130,113872,113454,275926,681488,107014,84039,70712,386753,143168,202121,172210,110953,226971,169237,189823,212044,171752,54720,217805,134812,76911,6875708
8/14/22,82024,157801,122511,42470,43738,159694,1705223,177385,66636,78278,343766,114476,114648,277705,686678,107803,85351,71136,390447,144546,203911,174032,111112,229859,171086,190815,212421,172679,55310,219179,135413,77535,6925668
8/15/22,82026,157815,122538,42478,43833,159703,1705563,177445,66644,78297,343867,114518,114713,277745,686779,107826,85379,71139,390527,144604,203975,174144,111124,230176,171204,190834,212461,172729,55327,219253,135418,77552,6927636
8/16/22,82039,157865,122577,42481,43939,159716,1705771,177475,66652,78311,343956,114550,114774,277811,686850,107834,85441,71145,390582,144653,204075,174172,111146,230200,171225,190839,212469,172751,55376,219338,135420,77570,6929003
8/17/22,82211,158159,122749,42502,44019,160209,1707870,177768,66692,78398,344704,114669,114991,278186,687976,108003,85839,71243,391295,145128,204365,174479,111175,230679,171547,191137,212510,172889,55482,219620,135541,77720,6939755
8/18/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/19/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/20/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/21/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/22/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/23/22,82361,158538,122882,42544,44192,160767,1709464,178006,66734,78504,345412,114816,115240,278578,688970,108136,86159,71313,391983,145339,204651,174675,111220,231163,171858,191420,212579,173141,55575,219922,135628,77883,6949653
8/24/22,82886,160124,123347,42661,45090,162175,1716349,178740,66902,78774,347784,115285,116201,279978,692162,108612,87446,71489,394772,146851,205800,175371,111367,233130,172665,192262,212805,173834,55885,221255,135920,78406,6986328
8/25/22,82983,160555,123455,42679,45383,162389,1717750,178865,66943,78815,348285,115355,116420,280308,692824,108729,87823,71546,395537,147065,205999,175513,111407,233548,172811,192408,212851,174081,55934,221482,135995,78571,6994309
8/26/22,83081,160863,123549,42691,45582,162578,1719273,178975,66942,78854,348698,115426,116631,280510,693713,108817,88204,71578,396127,147293,206149,175628,111432,233997,172940,192619,212908,174193,55966,221690,136026,78657,7001590
8/27/22,83081,160863,123549,42691,45582,162578,1719273,178975,66942,78854,348698,115426,116631,280510,693713,108817,88204,71578,396127,147293,206149,175628,111432,233997,172940,192619,212908,174193,55966,221690,136026,78657,7001590
8/28/22,83081,160863,123549,42691,45582,162578,1719273,178975,66942,78854,348698,115426,116631,280510,693713,108817,88204,71578,396127,147293,206149,175628,111432,233997,172940,192619,212908,174193,55966,221690,136026,78657,7001590
8/29/22,83374,161328,123741,42720,46294,162873,1721996,179168,66977,78910,349406,115558,117034,281025,694506,109050,88832,71636,397006,147917,206408,175810,111486,234550,173256,192930,212965,174662,56070,222050,136106,78866,7014510
8/30/22,83374,161328,123741,42720,46294,162873,1721996,179168,66977,78910,349406,115558,117034,281025,694506,109050,88832,71636,397006,147917,206408,175810,111486,234550,173256,192930,212965,174662,56070,222050,136106,78866,7014510
8/31/22,83374,161328,123741,42720,46294,162873,1721996,179168,66977,78910,349406,115558,117034,281025,694506,109050,88832,71636,397006,147917,206408,175810,111486,234550,173256,192930,212965,174662,56070,222050,136106,78866,7014510
9/1/22,83374,161328,123741,42720,46294,162873,1721996,179168,66977,78910,349406,115558,117034,281025,694506,109050,88832,71636,397006,147917,206408,175810,111486,234550,173256,192930,212965,174662,56070,222050,136106,78866,7014510
9/2/22,83762,162205,123962,42761,46964,163399,1725458,179436,67041,79028,350157,115758,117660,281907,696138,109279,89519,71730,398074,148261,206853,176129,111557,235447,173649,193500,213046,175060,56188,222805,136220,79071,7032024
9/3/22,83913,162391,124011,42763,47164,163557,1726403,179475,67051,79055,350278,115777,117883,282132,696559,109327,89661,71749,398305,148294,206935,176198,111570,235749,173758,193634,213068,175155,56210,223040,136187,79119,7036371
9/4/22,83913,162391,124011,42763,47164,163557,1726403,179475,67051,79055,350278,115777,117883,282132,696559,109327,89661,71749,398305,148294,206935,176198,111570,235749,173758,193634,213068,175155,56210,223040,136187,79119,7036371
9/5/22,83980,162577,124044,42771,47519,163680,1727607,179549,67060,79091,350377,115807,118090,282303,697020,109403,89746,71766,398656,148352,207057,176262,111593,236004,173913,193730,213098,175224,56240,223245,136224,79193,7041181
9/6/22,83980,162577,124044,42771,47519,163680,1727607,179549,67060,79091,350377,115807,118090,282303,697020,109403,89746,71766,398656,148352,207057,176262,111593,236004,173913,193730,213098,175224,56240,223245,136224,79193,7041181
9/7/22,84093,162796,124090,42790,47901,163766,1728744,179595,67087,79113,350490,115824,118246,282488,697653,109439,89937,71809,398877,148457,207143,176315,111614,236286,174145,193899,213126,175307,56261,223370,136295,79264,7046220
9/8/22,84093,162796,124090,42790,47901,163766,1728744,179595,67087,79113,350490,115824,118246,282488,697653,109439,89937,71809,398877,148457,207143,176315,111614,236286,174145,193899,213126,175307,56261,223370,136295,79264,7046220
9/9/22,84093,162796,124090,42790,47901,163766,1728744,179595,67087,79113,350490,115824,118246,282488,697653,109439,89937,71809,398877,148457,207143,176315,111614,236286,174145,193899,213126,175307,56261,223370,136295,79264,7046220
9/10/22,84093,162796,124090,42790,47901,163766,1728744,179595,67087,79113,350490,115824,118246,282488,697653,109439,89937,71809,398877,148457,207143,176315,111614,236286,174145,193899,213126,175307,56261,223370,136295,79264,7046220
9/11/22,84217,163289,124155,42803,48323,164059,1730910,179747,67123,79169,350767,115881,118603,282945,699048,109561,90244,71863,399350,148594,207350,176429,111614,236916,174517,194284,213180,175624,56307,223595,136448,79354,7056269
9/12/22,84246,163389,124202,42812,48606,164117,1731778,179805,67132,79175,350838,115881,118774,283077,699352,109600,90267,71879,399502,148687,207417,176466,111614,237126,174624,194398,213191,175691,56317,223665,136470,79391,7059489
9/13/22,84246,163389,124202,42812,48606,164117,1731778,179805,67132,79175,350838,115827,118774,283077,699352,109600,90267,71879,399502,148687,207417,176466,111527,237126,174624,194398,213191,175691,56317,223665,136470,79391,7059348
9/14/22,84249,163395,124210,42812,48736,164137,1731892,179809,67140,79176,350847,115828,118798,283088,699368,109601,90276,71879,399513,148797,207427,176470,111532,237169,174630,194399,213200,175699,56323,223669,136471,79396,7059936
9/15/22,84249,163395,124210,42812,48736,164137,1731892,179809,67140,79176,350847,115828,118798,283088,699368,109601,90276,71879,399513,148797,207427,176470,111532,237169,174630,194399,213200,175699,56323,223669,136471,79396,7059936
9/16/22,84249,163395,124210,42812,48736,164137,1731892,179809,67140,79176,350847,115828,118798,283088,699368,109601,90276,71879,399513,148797,207427,176470,111532,237169,174630,194399,213200,175699,56323,223669,136471,79396,7059936
9/17/22,84249,163395,124210,42812,48736,164137,1731892,179809,67140,79176,350847,115828,118798,283088,699368,109601,90276,71879,399513,148797,207427,176470,111532,237169,174630,194399,213200,175699,56323,223669,136471,79396,7059936
9/18/22,84329,163871,124337,42830,49333,164385,1734072,180009,67182,79240,351110,115828,119135,283503,700218,109675,90541,71926,399986,149139,207617,176603,111585,238125,175037,194746,213226,175890,56379,223831,136562,79514,7069764
9/19/22,84329,163871,124337,42830,49333,164385,1734072,180009,67182,79240,351110,115828,119135,283503,700218,109675,90541,71926,399986,149139,207617,176603,111585,238125,175037,194746,213226,175890,56379,223831,136562,79514,7069764
9/20/22,84329,163871,124337,42830,49333,164385,1734072,180009,67182,79240,351110,115828,119135,283503,700218,109675,90541,71926,399986,149139,207617,176603,111585,238125,175037,194746,213226,175890,56379,223831,136562,79514,7069764
9/21/22,84351,163980,124369,42835,49601,164513,1735024,180064,67196,79258,351191,115622,119215,283645,700582,109712,90600,71952,400158,149329,207714,176663,111612,238327,175154,194868,213255,175953,56397,223899,136594,79570,7073203
9/22/22,84381,164081,124416,42855,49691,164594,1735750,180172,67202,79266,351255,115641,119285,283731,700835,109689,90630,71969,400287,149357,207811,176703,111634,238461,175246,194944,213269,176313,56403,223906,136613,79615,7076005
9/23/22,84381,164081,124416,42855,49691,164594,1735750,180172,67202,79266,351255,115641,119285,283731,700835,109689,90630,71969,400287,149357,207811,176703,111634,238461,175246,194944,213269,176313,56403,223906,136613,79615,7076005
9/24/22,84419,164215,124479,42865,49846,164702,1736871,180285,67224,79279,351348,115667,119471,283894,701234,109735,90794,71996,400456,149398,207887,176770,111670,238770,175414,195052,213298,176395,56422,223977,136646,79673,7080152
9/25/22,84436,164293,124508,42868,49849,164757,1737217,180310,67227,79285,351395,115679,119556,283984,701380,109705,90832,72003,400571,149424,207905,176815,111678,239008,175470,195093,213311,176421,56426,223977,136663,79701,7081747
9/26/22,84436,164293,124508,42868,49849,164757,1737217,180310,67227,79285,351395,115679,119556,283984,701380,109705,90832,72003,400571,149424,207905,176815,111678,239008,175470,195093,213311,176421,56426,223977,136663,79701,7081747
9/27/22,84436,164300,124511,42870,49948,164767,1737333,180314,67228,79285,351396,115679,119569,283989,701397,109706,90836,72004,400583,149447,207921,176822,111681,239023,175479,195104,213314,176427,56427,223865,136664,79709,7082034
9/28/22,84436,164300,124511,42870,49948,164767,1737333,180314,67228,79285,351396,115679,119569,283989,701397,109706,90836,72004,400583,149447,207921,176822,111681,239023,175479,195104,213314,176427,56427,223865,136664,79709,7082034
9/29/22,84436,164300,124511,42870,49948,164767,1737333,180314,67228,79285,351396,115679,119569,283989,701397,109706,90836,72004,400583,149447,207921,176822,111681,239023,175479,195104,213314,176427,56427,223865,136664,79709,7082034
