Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
5/28/21,26486,48976,31815,10128,11368,55368,656350,68721,11855,34158,131827,41034,38884,86916,249628,48209,33415,12154,124159,47111,85042,68990,26607,64128,39005,74975,67908,59265,19909,61320,39327,30734,2405772
5/29/21,26492,49035,31949,10143,11399,55480,657121,68755,11876,34185,131874,41075,38914,86984,249892,48238,33434,12162,124278,47168,85091,69056,26752,64187,39073,75068,68074,59436,19914,61411,39512,30750,2408778
5/30/21,26501,49091,32041,10174,11413,55547,657832,68802,11894,34205,131934,41104,38950,87048,250093,48282,33549,12170,124233,47205,85136,69137,26868,64232,39158,75182,68240,59573,19921,61482,39748,30758,2411503
5/31/21,26502,49115,32080,10186,11426,55560,658113,68814,11908,34206,131939,41138,38962,87075,250218,48349,33555,12171,124253,47209,85166,69148,26993,64257,39176,75222,68394,59619,19925,61528,39836,30767,2412810
6/1/21,26505,49123,32131,10197,11432,55582,658220,68814,11919,34212,131942,41143,38973,87080,250376,48429,33564,12176,124246,47213,85171,69154,27062,64269,39185,75262,68522,59684,19931,61569,39884,30772,2413742
6/2/21,26523,49501,32286,10247,11533,56116,659928,68877,11947,34239,132002,41168,39012,87165,252469,48524,33729,12209,124326,47254,85246,69207,27206,64334,39317,75365,68581,59866,19947,61649,40104,30782,2420659
6/3/21,26534,49550,32409,10266,11554,56251,660725,68906,11965,34260,132051,41203,39042,87254,252728,48621,33781,12228,124368,47307,85281,69225,27405,64383,39406,75487,68859,60064,19952,61740,40325,30798,2423928
6/4/21,26548,49606,32588,10292,11582,56332,661446,68926,11990,34284,132080,41233,39062,87308,252938,48787,33819,12259,124465,47352,85338,69253,27636,64430,39474,75565,69067,60025,19969,61856,40504,30808,2426822
6/5/21,26556,49662,32750,10353,11598,56414,662053,68960,12014,34293,132122,41255,39082,87375,253097,48842,33834,12275,124567,47387,85376,69276,27874,64465,39533,75680,69298,60176,19974,61944,40723,30823,2429631
6/6/21,26570,49710,32879,10373,11636,56479,662053,68990,12022,34311,132160,41273,39098,87443,253272,48869,33843,12277,124626,47432,85415,69300,28070,64498,39604,75806,69510,60362,19985,62064,40944,30828,2431702
6/7/21,26569,49732,32927,10384,11648,56497,662992,69002,12030,34313,132166,41292,39116,87467,253352,48874,33847,12285,124651,47446,85436,69309,28230,64527,39621,75853,69675,60403,19991,62154,41055,30837,2433681
6/8/21,26574,49736,32964,10391,11658,56552,663131,69006,12041,34316,132168,41297,39128,87470,253414,48878,33854,12286,124672,47457,85447,69312,28281,64532,39622,75900,69827,60464,19995,62181,41169,30839,2434562
6/9/21,26590,49797,33158,10409,11687,56811,663946,69036,12054,34341,132210,41324,39151,87536,253595,48890,33945,12305,124842,47511,85520,69334,28433,64582,39736,75989,70066,60625,20057,62292,41392,30847,2438011
6/10/21,26609,49855,33379,10449,11731,56996,664844,69090,12073,34352,132252,41365,39179,87619,253842,48907,33993,12328,124963,47572,85559,69363,28691,64634,39838,76123,70346,60926,20063,62411,41657,30857,2441866
6/11/21,26625,49897,33589,10525,11756,57063,665860,69133,12081,34378,132303,41385,39201,87661,254090,48922,34005,12338,125075,47604,85604,69376,28965,64668,39955,76284,70639,61163,20073,62545,41900,30875,2445538
6/12/21,26642,49934,33794,10606,11778,57145,666589,69168,12097,34404,132378,41427,39219,87709,254269,48947,34029,12363,125206,47641,85631,69396,29168,64717,40051,76449,70975,61344,20077,62625,42161,30881,2448820
6/13/21,26649,49989,34074,10633,11816,57194,667479,69204,12110,34447,132414,41453,39233,87754,254587,48969,34049,12386,125332,47670,85669,69418,29310,64754,40205,76597,71230,61599,20083,62762,42507,30893,2452469
6/14/21,26649,49997,34180,10674,11827,57224,667881,69220,12115,34458,132420,41461,39243,87778,254725,48973,34051,12396,125369,47682,85692,69420,29450,64774,40237,76690,71479,61644,20084,62812,42671,30900,2454176
6/15/21,26649,50007,34315,10705,11847,57246,668038,69229,12123,34478,132430,41468,39259,87791,254794,48978,34056,12401,125400,47689,85710,69422,29522,64788,40257,76723,71658,61729,20088,62879,42769,30903,2455351
6/16/21,26667,50084,34583,10749,11895,57313,669037,69251,12131,34501,132476,41493,39277,87854,255586,48996,34068,12426,125526,47749,85750,69459,29660,64843,40390,76894,71875,61998,20091,63044,43016,30919,2459601
6/17/21,26672,50131,34950,10806,11926,57347,669911,69284,12144,34513,132531,41522,39295,87922,255816,49013,34090,12453,125676,47780,85800,69481,29893,64869,40551,77066,72182,62230,20099,63173,43335,30929,2463390
6/18/21,26679,50179,35302,10888,11953,57400,670926,69315,12159,34543,132568,41547,39321,87976,256117,49033,34181,12475,125798,47838,85854,69516,30133,64925,40713,77236,72543,62484,20105,63328,43667,30941,2467643
6/19/21,26688,50226,35683,10963,11999,57435,671941,69342,12182,34563,132605,41580,39348,88037,256399,49045,34193,12491,125916,47890,85901,69532,30346,64980,40839,77476,72878,62775,20108,63436,43995,30949,2471741
6/20/21,26688,50226,35683,10963,11999,57435,671941,69342,12182,34563,132605,41580,39348,88037,256399,49045,34193,12491,125916,47890,85901,69532,30346,64980,40839,77476,72878,62775,20108,63436,43995,30949,2471741
6/21/21,26694,50278,36223,11081,12050,57483,673343,69382,12203,34588,132650,41608,39375,88130,256656,49057,34213,12532,126068,47967,85945,69561,30675,65040,41019,77824,73463,63122,20111,63649,44329,30964,2477283
6/22/21,26695,50286,36319,11099,12063,57486,673666,69397,12208,34588,132655,41610,39378,88151,256712,49066,34218,12535,126088,47969,85952,69570,30733,65045,41039,77872,73707,63234,20111,63701,44434,30964,2478551
6/23/21,26705,50339,36743,11137,12091,57540,674922,69435,12221,34607,132687,41641,39401,88236,256985,49083,34245,12556,126242,48025,86002,69593,30896,65105,41240,78097,73949,63488,20115,63829,44656,30973,2482784
6/24/21,26718,50407,37253,11226,12133,57577,676145,69463,12239,34623,132747,41669,39427,88330,257272,49112,34352,12577,126382,48086,86094,69634,31128,65182,41447,78275,74342,63753,20121,64030,45020,30983,2487747
6/25/21,26728,50464,37761,11306,12169,57609,677496,69493,12257,34651,132829,41710,39446,88433,257636,49137,34360,12603,126553,48149,86145,69669,31461,65245,41629,78575,74731,64120,20129,64229,45365,30999,2493087
6/26/21,26743,50525,38144,11425,12202,57657,678996,69528,12280,34687,132914,41742,39468,88529,257992,49163,34379,12623,126703,48260,86202,69694,31794,65303,41792,78796,75079,64387,20139,64443,45685,31083,2498357
6/27/21,26755,50606,38571,11525,12231,57692,680396,69558,12301,34705,132955,41765,39511,88597,258307,49201,34385,12652,126836,48359,86231,69715,32069,65354,42008,79025,75432,64706,20164,64661,46049,31086,2503408
6/28/21,26755,50623,38718,11565,12255,57699,681122,69568,12310,34707,132953,41790,39526,88651,258474,49210,34385,12665,126882,48383,86253,69731,32302,65389,42071,79121,75671,64780,20176,64729,46235,31093,2505792
6/29/21,26756,50630,38818,11620,12271,57699,681574,69578,12317,34710,132956,41808,39545,88677,258568,49216,34387,12671,126937,48406,86264,69742,32414,65396,42124,79225,75881,64900,20180,64829,46258,31096,2507453
6/30/21,26770,50697,39272,11689,12302,57752,683409,69604,12342,34738,132987,41862,39573,88801,258990,49268,34406,12704,127141,48516,86325,69764,32616,65470,42398,79456,76102,65269,20184,65108,46549,31100,2513164
7/1/21,26778,50756,39658,11810,12320,57805,685240,69635,12355,34757,133055,41925,39617,88957,259451,49304,34444,12751,127361,48620,86399,69801,32940,65518,42638,79692,76510,65543,20185,65406,46922,31116,2519269
7/2/21,26793,50812,40031,11898,12353,57839,686968,69683,12386,34790,133102,41977,39650,89103,259913,49349,34465,12784,127566,48737,86427,69837,33345,65581,42907,79931,76968,65848,20193,65681,47295,31138,2525350
7/3/21,26813,50874,40404,11988,12400,57884,688847,69700,12420,34816,133102,42024,39690,89215,260381,49380,34496,12835,127758,48821,86476,69888,33593,65707,43162,80160,77354,66101,20203,65947,47607,31146,2531192
7/4/21,26817,50920,40754,12090,12455,57924,690995,69742,12445,34841,133174,42101,39736,89353,260922,49420,34514,12877,127976,48917,86540,69949,33858,65789,43464,80340,77743,66377,20209,66264,47803,31148,2537457
7/5/21,26818,50941,40904,12132,12492,57931,691748,69758,12450,34848,133176,42109,39767,89402,261133,49431,34517,12918,128075,48937,86563,69973,34115,65810,43539,80439,78021,66457,20219,66394,47896,31155,2540068
7/6/21,26818,50948,40985,12165,12527,57937,692281,69767,12455,34855,133181,42123,39782,89442,261292,49441,34522,12926,128139,48962,86584,69984,34201,65814,43593,80512,78228,66570,20222,66496,47962,31159,2541873
7/7/21,26834,51009,41431,12255,12571,57991,695158,69846,12485,34901,133252,42252,39858,89680,261935,49496,34555,13004,128451,49136,86634,70086,34517,65887,44045,80740,78455,66907,20225,66836,48249,31181,2549862
7/8/21,26855,51079,41868,12362,12604,58094,698043,69893,12518,34930,133365,42435,39928,89952,262645,49558,34765,13096,128738,49316,86722,70202,34848,65970,44466,80986,78754,67178,20244,67186,48559,31210,2558369
7/9/21,26869,51146,42300,12481,12652,58171,701281,69954,12554,34983,133467,42679,40027,90228,263464,49615,35124,13192,129056,49477,86820,70308,35180,66044,44956,81268,79087,67448,20245,67612,48896,31237,2567821
7/10/21,26886,51223,42697,12594,12678,58249,704488,70017,12602,35014,133589,42920,40142,90604,264333,49671,35333,13285,129406,49620,86888,70422,35594,66122,45386,81480,79428,67693,20229,68052,49229,31266,2577140
7/11/21,26901,51273,43113,12706,12711,58341,707845,70086,12645,35050,133710,43181,40258,90994,265142,49731,35389,13402,129760,49769,87042,70538,35916,66200,45885,81772,79772,67921,20253,68575,49540,31300,2586721
7/12/21,26903,51300,43242,12734,12724,58372,709145,70108,12655,35080,133733,43357,40319,91147,265391,49759,35395,13434,129911,49811,87181,70573,36133,66246,46042,81894,79983,67991,20262,68718,49621,31336,2590500
7/13/21,26904,51304,43320,12788,12771,58377,710059,70125,12671,35102,133762,43488,40366,91232,265587,49788,35402,13457,129993,49877,87236,70601,36276,66262,46155,82046,80189,68177,20272,68974,49669,31344,2593574
7/14/21,26937,51352,43813,12859,12823,58485,713909,70230,12744,35155,133986,43695,40467,91636,266627,49957,35461,13594,130464,50113,87333,70712,36679,66366,46983,82282,80458,68489,20284,69418,50019,31381,2604711
7/15/21,26966,51403,44223,12940,12873,58569,717991,70345,12815,35244,134223,44051,40665,92219,267866,50098,35537,13731,130981,50435,87495,70839,37081,66505,47598,82614,80746,68749,20330,69912,50347,31436,2616827
7/16/21,27011,51485,44654,13069,12926,58647,722391,70498,12913,35321,134414,44420,40793,92884,269097,50266,35579,13904,131474,50684,87620,70991,37553,66661,48323,82882,81119,69044,20345,70527,50657,31496,2629648
7/17/21,27052,51543,45059,13169,12965,58725,726475,70589,13035,35403,134675,44746,40946,93620,270357,50392,35643,14093,132040,50949,87821,71176,37886,66812,48953,83215,81479,69303,20375,71032,50972,31568,2642068
7/18/21,27095,51593,45419,13284,13021,58825,730359,70724,13120,35489,134918,45197,41118,94365,271572,50523,35695,14327,132678,51183,87961,71353,38281,66992,49664,83618,81842,69600,20424,71567,51249,31643,2654699
7/19/21,27095,51622,45510,13323,13066,58832,731705,70751,13161,35544,135000,45373,41221,94537,271929,50577,35707,14409,132843,51250,88035,71461,38560,67053,49850,83791,82111,69668,20429,71695,51356,31673,2659137
7/20/21,27107,51641,45596,13393,13141,58843,733303,70813,13207,35576,135133,45491,41313,94688,272431,50652,35733,14455,133131,51415,88108,71523,38678,67100,50053,83995,82378,69778,20480,72134,51452,31703,2664444
7/21/21,27169,51716,45952,13448,13223,58957,737792,70994,13385,35687,135414,45872,41530,95407,273960,50822,35819,14761,133615,51725,88285,71731,38961,67308,50805,84392,82736,70115,20506,72680,51747,31783,2678297
7/22/21,27255,51812,46340,13550,13301,59090,742540,71153,13547,35822,135678,46314,41720,96379,275563,51047,35909,15072,134343,51947,88499,72001,39336,67578,51570,84759,83103,70348,20545,73369,52069,31936,2693495
7/23/21,27303,51884,46693,13651,13352,59223,747723,71364,13756,35965,135987,46704,42005,97405,277338,51248,36022,15422,135096,52217,88688,72258,39771,67862,52327,85172,83489,70680,20603,74079,52364,32088,2709739
7/24/21,27359,51982,47038,13741,13392,59351,752501,71533,13971,36105,136334,47179,42244,98544,279311,51560,36132,15858,136014,52574,88932,72504,40301,68116,53050,85539,83869,70868,20684,74744,52615,32215,2726160
7/25/21,27420,52100,47363,13830,13452,59469,756701,71680,14179,36245,136722,47814,42489,99586,280906,51842,36274,16361,136912,52866,89240,72761,40850,68391,53742,85898,84302,71126,20752,75480,52864,32366,2741983
7/26/21,27421,52139,47479,13901,13532,59477,758683,71738,14270,36312,136757,48080,42650,99865,281513,51956,36290,16533,137170,52980,89371,72855,41152,68553,53946,86094,84648,71235,20777,75733,52984,32424,2748518
7/27/21,27422,52153,47539,13980,13582,59501,760440,71777,14393,36369,136803,48250,42757,100190,282067,52021,36318,16767,137495,53080,89494,72905,41273,68612,54157,86228,84977,71361,20802,76211,53045,32469,2754438
7/28/21,27542,52248,47870,14075,13645,59691,765441,72055,14661,36541,137257,48863,43119,101161,284008,52291,36417,17116,138284,53466,89787,73171,41830,69034,54914,86721,85452,71655,20847,76829,53308,32547,2771846
7/29/21,27672,52356,48256,14181,13776,59828,770536,72253,15014,36777,137691,49591,43403,102355,286125,52631,36535,17462,139341,53945,90124,73491,42315,69550,55636,87198,85928,71890,20943,77730,53627,32714,2790874
7/30/21,27755,52486,48606,14334,13985,59978,775465,72509,15331,37026,138115,50343,43709,103601,288202,52993,36715,18006,140502,54444,90413,73605,42829,70170,56294,87699,86310,72265,21034,78645,53891,32837,2810097
7/31/21,27828,52600,48958,14482,14193,60164,780711,72745,15650,37252,138447,50980,44090,104946,290172,53394,36903,18495,141774,54881,90747,73939,43247,70591,56867,88205,86776,72609,21122,79456,54150,33069,2829443
8/1/21,27917,52718,49261,14663,14480,60306,785843,73045,15970,37509,138826,51632,44380,106215,292185,53756,37090,19041,142710,55306,91041,74128,43663,71051,57450,88679,87238,73057,21213,80210,54387,33282,2848252
8/2/21,27921,52768,49335,14742,14570,60321,787339,73119,16098,37609,138894,52029,44552,106645,292617,53927,37105,19212,143203,55367,91287,74019,43974,71280,57738,88800,87667,73193,21284,80461,54511,33405,2854992
8/3/21,27946,52784,49387,14792,14780,60342,788997,73209,16208,37629,138946,52303,44669,106911,293257,54036,37132,19319,143529,55456,91430,74013,44171,71431,57934,89012,88127,73374,21322,81047,54551,33454,2861498
8/4/21,28044,52895,49699,14930,14990,60483,793882,73509,16620,37937,139494,53073,44992,107973,295320,54410,37316,19751,144508,55958,91813,74229,44559,71930,58515,89572,88736,73656,21426,81775,54816,33598,2880409
8/5/21,28189,53025,50027,15109,15249,60595,799306,73804,17036,38251,140012,53919,45390,109128,297540,54823,37451,20362,145738,56456,92228,74460,45039,72498,59046,90022,89316,74044,21506,82666,55094,33765,2901094
8/6/21,28361,53166,50280,15221,15570,60699,804298,74196,17413,38581,140597,54719,45757,110504,299839,55253,37708,20990,147299,56840,92803,74801,45510,73208,59525,90477,89990,74529,21649,83523,55378,33979,2922663
8/7/21,28502,53302,50494,15382,15913,60852,809616,74540,17830,38869,141120,55428,46146,111809,301988,55732,37927,21562,148789,57330,93339,75236,46000,73938,60057,90997,90554,74933,21767,84414,55638,34222,2944226
8/8/21,28586,53448,50736,15578,16206,60980,814132,74859,18232,39048,141582,56244,46529,112855,303948,56307,38144,22067,150353,57649,93889,75615,46405,74594,60583,91389,91193,75488,21936,85370,55905,34394,2964244
8/9/21,28593,53517,50789,15688,16302,60992,815833,74949,18360,39105,141640,56493,46694,113193,304441,56497,38175,22203,150836,57749,94191,75756,46704,74987,60851,91700,91749,75639,22019,85690,55988,34494,2971817
8/10/21,28596,53536,50816,15761,16496,61004,817561,75048,18466,39155,141704,56725,46841,113373,304869,56560,38200,22314,151191,57849,94393,75823,46785,75220,60984,91887,92364,75826,22071,86359,56028,34525,2978330
8/11/21,28746,53646,51019,15865,16679,61158,822336,75379,18909,39510,142325,57502,47258,114281,306703,56992,38423,22784,152494,58348,94890,76190,47155,76002,61463,92285,93138,76313,22202,86926,56275,34689,2997885
8/12/21,28872,53831,51191,16042,16876,61285,827873,75737,19414,39947,142999,58141,47727,115426,308871,57433,38714,23296,154058,58783,95463,76692,47729,76782,61947,92731,94024,76835,22336,87902,56593,35046,3020596
8/13/21,29004,54037,51384,16301,17095,61425,833802,76170,19902,40272,143637,58998,48203,116718,311224,57994,38993,23836,155987,59273,96205,77216,48314,77536,62540,93177,95050,77540,22507,88954,56968,35309,3045571
8/14/21,29095,54244,51566,16503,17225,61551,838710,76516,20391,40604,144283,59726,48666,118102,313286,58512,39333,24402,157759,59690,96813,77785,48726,78512,63001,93626,96102,78241,22665,89873,57264,35557,3068329
8/15/21,29239,54414,51701,16740,17404,61664,843818,76892,20894,40901,144913,60391,49171,119525,315566,59160,39658,24982,159436,60106,97477,78207,49262,79452,63510,94074,97343,78903,22845,90941,57595,35787,3091971
8/16/21,29239,54414,51701,16740,17404,61664,843818,76892,20894,40901,144913,60391,49171,119525,315566,59160,39658,24982,159436,60106,97477,78207,49262,79452,63510,94074,97343,78903,22845,90941,57595,35787,3091971
8/17/21,29254,54453,51832,16986,17665,61686,846775,77125,21207,41077,145172,61033,49543,120187,316549,59449,39730,25210,160283,60528,98362,78490,49830,80147,63775,94708,99380,79344,23027,91882,57755,35994,3108438
8/18/21,29348,54577,51966,17075,17743,61785,850361,77334,21576,41242,145764,61551,49887,120822,317821,59783,39907,25477,161334,60893,98712,78730,49996,80834,64050,95082,100223,79689,23125,92399,57968,36198,3123252
8/19/21,29529,54892,52218,17378,18019,61883,855664,77963,22262,41746,146772,62331,50479,122540,320511,60519,40278,26124,163369,61642,99762,79490,50831,81878,64593,95779,101193,80421,23341,93869,58467,36462,3152205
